,Year,Month,Country,Hemisphere,Activity,Type_Norm,Sex,Age,Species,Fatal,YearRange
1441,2000,7,USA,Northern,Other,Unprovoked,F,12,Tiger Shark,0,2000
1442,2000,7,USA,Northern,Other,Unprovoked,F,20,Unidentified,0,2000
1443,2000,7,USA,Northern,Fishing,Unprovoked,F,55,Nurse Shark,0,2000
1444,2000,7,USA,Northern,Other,Unprovoked,F,13,Unidentified,0,2000
1445,2000,7,USA,Northern,Other,Unprovoked,F,19,Blacktip reef Shark,0,2000
1446,2000,6,USA,Northern,Other,Unprovoked,M,52,Unidentified,0,2000
1447,2000,6,USA,Northern,Surfing,Unprovoked,M,17,Blacktip reef Shark,0,2000
1448,2000,6,USA,Northern,Swimming,Unprovoked,M,55,Bull Shark,0,2000
1449,2000,6,USA,Northern,Swimming,Unprovoked,M,44,Bull Shark,0,2000
1450,2000,6,USA,Northern,Other,Unprovoked,M,13,Unidentified,0,2000
1451,2000,4,USA,Northern,Other,Unprovoked,M,34,Unidentified,0,2000
1452,2000,3,AUSTRALIA,Southern,Swimming,Unprovoked,M,26,Unidentified,0,2000
1453,2000,3,USA,Northern,Surfing,Unprovoked,F,14,Unidentified,0,2000
1454,2000,3,USA,Northern,Surfing,Unprovoked,M,37,Unidentified,0,2000
1455,2000,3,OTHER,Northern,Other,Unprovoked,M,35,Tiger Shark,1,2000
1456,2000,3,AUSTRALIA,Southern,Surfing,Unprovoked,M,0,Tiger Shark,0,2000
1457,2000,3,USA,Northern,Other,Unprovoked,M,39,Mako Shark,0,2000
1458,2000,2,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,0,White Shark,0,2000
1459,2000,2,AUSTRALIA,Southern,Surfing,Unprovoked,M,26,Unidentified,0,2000
1460,1999,12,NEW ZEALAND,Southern,Surfing,Unprovoked,M,15,Unidentified,0,1990
1461,1999,12,NEW ZEALAND,Southern,Swimming,Unprovoked,F,13,Unidentified,0,1990
1462,1999,12,NEW ZEALAND,Southern,Swimming,Unprovoked,F,12,Unidentified,0,1990
1463,1999,12,BRAZIL,Southern,Surfing,Unprovoked,M,18,White Shark,0,1990
1464,1999,12,BRAZIL,Southern,Other,Unprovoked,M,39,Unidentified,0,1990
1465,1999,12,USA,Northern,Surfing,Unprovoked,M,35,Unidentified,0,1990
1466,1999,11,USA,Northern,Surfing,Unprovoked,M,19,Unidentified,0,1990
1467,1999,11,USA,Northern,Swimming,Unprovoked,F,51,Tiger Shark,0,1990
1468,1999,11,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,35,White Shark,0,1990
1469,1999,11,BRAZIL,Southern,Surfing,Unprovoked,M,39,Unidentified,0,1990
1470,1999,11,OTHER,Northern,Swimming,Unprovoked,M,12,Unidentified,0,1990
1471,1999,11,OTHER,Northern,Swimming,Unprovoked,M,12,Unidentified,0,1990
1472,1999,10,USA,Northern,Surfing,Unprovoked,M,45,Unidentified,0,1990
1473,1999,10,USA,Northern,Surfing,Unprovoked,M,13,Unidentified,0,1990
1474,1999,10,USA,Northern,Surfing,Unprovoked,M,0,Nurse Shark,0,1990
1475,1999,10,USA,Northern,Surfing,Unprovoked,M,16,Tiger Shark,0,1990
1476,1999,9,USA,Northern,Surfing,Unprovoked,M,22,Unidentified,0,1990
1477,1999,9,USA,Northern,Other,Unprovoked,M,37,White Shark,0,1990
1478,1999,9,USA,Northern,Other,Unprovoked,F,61,Unidentified,0,1990
1479,1999,9,USA,Northern,Other,Unprovoked,F,10,Unidentified,0,1990
1480,1999,9,USA,Northern,Surfing,Unprovoked,M,13,Unidentified,0,1990
1481,1999,9,USA,Northern,Other,Provoked,M,7,Unidentified,0,1990
1482,1999,9,USA,Northern,Surfing,Unprovoked,M,39,Unidentified,0,1990
1483,1999,8,USA,Northern,Surfing,Unprovoked,M,28,Unidentified,0,1990
1484,1999,8,OTHER,Northern,Fishing,Unprovoked,M,23,Unidentified,0,1990
1485,1999,8,USA,Northern,Surfing,Unprovoked,M,17,Unidentified,0,1990
1486,1999,8,USA,Northern,Other,Unprovoked,M,10,Unidentified,0,1990
1487,1999,8,USA,Northern,Surfing,Unprovoked,M,62,Unidentified,0,1990
1488,1999,8,BAHAMAS,Northern,Other,Unprovoked,M,35,Bull Shark,0,1990
1489,1999,7,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,42,White Shark,0,1990
1490,1999,7,USA,Northern,Swimming,Unprovoked,M,43,Bull Shark,0,1990
1491,1999,7,USA,Northern,Surfing,Unprovoked,M,43,Tiger Shark,0,1990
1492,1999,7,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,14,White Shark,1,1990
1493,1999,7,USA,Northern,Fishing,Unprovoked,F,30,Blacktip reef Shark,0,1990
1494,1999,7,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,29,White Shark,0,1990
1495,1999,6,USA,Northern,Other,Unprovoked,M,20,Unidentified,0,1990
1496,1999,6,USA,Northern,Surfing,Unprovoked,M,21,Unidentified,0,1990
1497,1999,6,USA,Northern,Swimming,Unprovoked,M,41,Unidentified,0,1990
1498,1999,6,USA,Northern,Other,Unprovoked,M,5,Blacktip reef Shark,0,1990
1499,1999,5,AUSTRALIA,Southern,Surfing,Unprovoked,M,22,White Shark,1,1990
1500,1999,5,BRAZIL,Southern,Surfing,Unprovoked,M,21,Tiger Shark,0,1990
1501,1999,4,OTHER,Northern,Swimming,Unprovoked,F,41,Unidentified,0,1990
1502,1999,4,REUNION,Southern,Swimming,Unprovoked,M,52,Bull Shark,1,1990
1503,1999,3,USA,Northern,Swimming,Unprovoked,F,29,Unidentified,1,1990
1504,1999,3,OTHER,Northern,Other,Unprovoked,M,0,Unidentified,0,1990
1505,1999,3,USA,Northern,Swimming,Unprovoked,F,29,Unidentified,0,1990
1506,1999,2,AUSTRALIA,Southern,Surfing,Unprovoked,M,35,Tiger Shark,0,1990
1507,1999,2,USA,Northern,Surfing,Unprovoked,M,25,Spinner Shark,0,1990
1508,1999,1,OTHER,Northern,Other,Unprovoked,M,47,Bull Shark,0,1990
1509,1999,0,SOUTH AFRICA,Southern,Other,Unprovoked,M,30,White Shark,0,1990
1510,1998,12,USA,Northern,Surfing,Provoked,M,19,Unidentified,0,1990
1511,1998,12,AUSTRALIA,Southern,Other,Unprovoked,F,21,Unidentified,0,1990
1512,1998,12,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,18,White Shark,0,1990
1513,1998,12,AUSTRALIA,Southern,Surfing,Unprovoked,F,21,Unidentified,0,1990
1514,1998,11,USA,Northern,Swimming,Unprovoked,M,9,Tiger Shark,1,1990
1515,1998,11,USA,Northern,Surfing,Unprovoked,M,14,Unidentified,0,1990
1516,1998,11,USA,Northern,Other,Unprovoked,M,13,Unidentified,0,1990
1517,1998,11,USA,Northern,Surfing,Unprovoked,M,32,White Shark,0,1990
1518,1998,11,OTHER,Northern,Fishing,Provoked,M,52,Unidentified,0,1990
1519,1998,11,BRAZIL,Southern,Surfing,Unprovoked,M,22,White Shark,1,1990
1520,1998,10,USA,Northern,Swimming,Unprovoked,F,17,Unidentified,0,1990
1521,1998,9,USA,Northern,Surfing,Unprovoked,M,18,Unidentified,0,1990
1522,1998,9,USA,Northern,Surfing,Unprovoked,M,28,Unidentified,0,1990
1523,1998,9,OTHER,Northern,Other,Provoked,M,25,Unidentified,0,1990
1524,1998,8,USA,Northern,Surfing,Unprovoked,M,26,Unidentified,0,1990
1525,1998,8,USA,Northern,Surfing,Unprovoked,M,16,White Shark,0,1990
1526,1998,8,BAHAMAS,Northern,Other,Unprovoked,M,28,Caribbean Reef Shark,0,1990
1527,1998,8,USA,Northern,Surfing,Unprovoked,M,11,Unidentified,0,1990
1528,1998,8,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,19,White Shark,0,1990
1529,1998,8,SOUTH AFRICA,Southern,Other,Unprovoked,M,24,White Shark,0,1990
1530,1998,7,USA,Northern,Surfing,Unprovoked,M,13,Unidentified,0,1990
1531,1998,7,SOUTH AFRICA,Southern,Other,Unprovoked,M,47,Raggedtooth Shark,0,1990
1532,1998,7,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,16,Unidentified,0,1990
1533,1998,7,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,10,Raggedtooth Shark,0,1990
1534,1998,6,AUSTRALIA,Southern,Diving,Unprovoked,M,26,White Shark,1,1990
1535,1998,6,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,20,White Shark,1,1990
1536,1998,6,USA,Northern,Surfing,Unprovoked,M,18,Unidentified,0,1990
1537,1998,5,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,15,White Shark,0,1990
1538,1998,5,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,16,Unidentified,0,1990
1539,1998,5,USA,Northern,Surfing,Unprovoked,M,40,Nurse Shark,0,1990
1540,1998,5,USA,Northern,Swimming,Unprovoked,F,14,Blacktip reef Shark,0,1990
1541,1998,5,USA,Northern,Surfing,Unprovoked,M,24,Unidentified,0,1990
1542,1998,5,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,22,White Shark,0,1990
1543,1998,4,MOZAMBIQUE,Southern,Other,Unprovoked,F,35,Unidentified,1,1990
1544,1998,4,USA,Northern,Surfing,Unprovoked,M,50,White Shark,0,1990
1545,1998,4,USA,Northern,Diving,Provoked,M,16,Nurse Shark,0,1990
1546,1998,3,USA,Northern,Swimming,Unprovoked,M,40,Unidentified,0,1990
1547,1998,3,SOUTH AFRICA,Southern,Other,Unprovoked,M,33,White Shark,0,1990
1548,1998,3,USA,Northern,Surfing,Unprovoked,M,32,Spinner Shark,0,1990
1549,1998,2,USA,Northern,Swimming,Unprovoked,M,0,Spinner Shark,0,1990
1550,1998,1,AUSTRALIA,Southern,Other,Unprovoked,M,31,Unidentified,1,1990
1551,1998,1,MOZAMBIQUE,Southern,Surfing,Unprovoked,M,23,Unidentified,0,1990
1552,1997,12,SOUTH AFRICA,Southern,Other,Unprovoked,M,39,White Shark,1,1990
1553,1997,11,AUSTRALIA,Southern,Diving,Unprovoked,M,42,White Shark,0,1990
1554,1997,10,AUSTRALIA,Southern,Surfing,Unprovoked,M,51,White Shark,0,1990
1555,1997,10,USA,Northern,Surfing,Unprovoked,M,19,Tiger Shark,0,1990
1556,1997,10,USA,Northern,Surfing,Unprovoked,M,23,Blacktip reef Shark,0,1990
1557,1997,10,USA,Northern,Surfing,Unprovoked,M,12,Unidentified,0,1990
1558,1997,10,USA,Northern,Swimming,Unprovoked,F,14,Unidentified,0,1990
1559,1997,9,USA,Northern,Surfing,Unprovoked,M,12,Unidentified,0,1990
1560,1997,9,USA,Northern,Surfing,Unprovoked,unknown,17,Blacktip reef Shark,0,1990
1561,1997,9,USA,Northern,Surfing,Unprovoked,M,20,Unidentified,0,1990
1562,1997,8,USA,Northern,Surfing,Unprovoked,M,18,Unidentified,0,1990
1563,1997,8,USA,Northern,Surfing,Unprovoked,M,22,Unidentified,0,1990
1564,1997,8,USA,Northern,Surfing,Unprovoked,M,29,White Shark,0,1990
1565,1997,8,MEXICO,Northern,Diving,Unprovoked,M,33,Tiger Shark,1,1990
1566,1997,8,USA,Northern,Swimming,Unprovoked,F,12,Unidentified,0,1990
1567,1997,8,OTHER,Northern,Fishing,Unprovoked,M,16,White Shark,1,1990
1568,1997,8,USA,Northern,Surfing,Unprovoked,M,17,Unidentified,0,1990
1569,1997,8,USA,Northern,Other,Unprovoked,F,10,Unidentified,0,1990
1570,1997,8,USA,Northern,Surfing,Unprovoked,M,17,Unidentified,0,1990
1571,1997,8,USA,Northern,Surfing,Unprovoked,M,19,Unidentified,0,1990
1572,1997,7,AUSTRALIA,Southern,Surfing,Unprovoked,M,19,Unidentified,0,1990
1573,1997,7,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,25,White Shark,1,1990
1574,1997,7,USA,Northern,Other,Unprovoked,M,50,Blacktip reef Shark,0,1990
1575,1997,7,OTHER,Northern,Fishing,Unprovoked,M,55,White Shark,1,1990
1576,1997,6,USA,Northern,Diving,Unprovoked,M,0,Unidentified,0,1990
1577,1997,6,OTHER,Northern,Other,Unprovoked,F,47,Tiger Shark,0,1990
1578,1997,6,USA,Northern,Surfing,Unprovoked,M,18,Spinner Shark,0,1990
1579,1997,6,USA,Northern,Surfing,Unprovoked,M,33,Spinner Shark,0,1990
1580,1997,5,USA,Northern,Other,Unprovoked,M,35,Unidentified,0,1990
1581,1997,5,USA,Northern,Surfing,Unprovoked,M,34,Unidentified,0,1990
1582,1997,5,USA,Northern,Surfing,Unprovoked,M,12,Unidentified,0,1990
1583,1997,5,BAHAMAS,Northern,Other,Unprovoked,M,54,Caribbean Reef Shark,0,1990
1584,1997,4,BRAZIL,Southern,Surfing,Unprovoked,M,22,White Shark,0,1990
1585,1997,2,AUSTRALIA,Southern,Swimming,Unprovoked,F,21,Unidentified,0,1990
1586,1997,2,AUSTRALIA,Southern,Diving,Unprovoked,M,0,Tiger Shark,0,1990
1587,1997,1,AUSTRALIA,Southern,Other,Unprovoked,M,27,Unidentified,0,1990
1588,1997,1,AUSTRALIA,Southern,Surfing,Unprovoked,M,41,Tiger Shark,1,1990
1589,1996,12,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,0,White Shark,0,1990
1590,1996,11,USA,Northern,Surfing,Unprovoked,M,45,White Shark,0,1990
1591,1996,11,USA,Northern,Surfing,Unprovoked,M,26,Unidentified,0,1990
1592,1996,10,USA,Northern,Surfing,Unprovoked,M,22,White Shark,0,1990
1593,1996,10,USA,Northern,Surfing,Unprovoked,M,21,Unidentified,0,1990
1594,1996,10,USA,Northern,Surfing,Unprovoked,M,31,White Shark,0,1990
1595,1996,9,USA,Northern,Swimming,Unprovoked,M,14,Unidentified,0,1990
1596,1996,9,NEW ZEALAND,Southern,Diving,Unprovoked,M,23,White Shark,0,1990
1597,1996,9,USA,Northern,Surfing,Unprovoked,M,19,Unidentified,0,1990
1598,1996,9,USA,Northern,Other,Unprovoked,M,5,Unidentified,0,1990
1599,1996,9,USA,Northern,Surfing,Unprovoked,M,28,Unidentified,0,1990
1600,1996,9,USA,Northern,Surfing,Unprovoked,F,28,Unidentified,1,1990
1601,1996,9,SOUTH AFRICA,Southern,Other,Provoked,M,29,White Shark,0,1990
1602,1996,8,USA,Northern,Surfing,Unprovoked,M,19,Tiger Shark,0,1990
1603,1996,8,USA,Northern,Diving,Unprovoked,M,36,White Shark,0,1990
1604,1996,8,USA,Northern,Other,Unprovoked,M,21,Hammerhead Shark,0,1990
1605,1996,7,USA,Northern,Other,Unprovoked,F,8,Unidentified,0,1990
1606,1996,7,OTHER,Northern,Swimming,Unprovoked,M,52,White Shark,1,1990
1607,1996,7,OTHER,Northern,Diving,Unprovoked,M,0,White Shark,0,1990
1608,1996,7,USA,Northern,Swimming,Unprovoked,M,46,Unidentified,0,1990
1609,1996,7,USA,Northern,Swimming,Unprovoked,M,9,Unidentified,0,1990
1610,1996,7,USA,Northern,Other,Unprovoked,F,63,Unidentified,0,1990
1611,1996,6,USA,Northern,Surfing,Unprovoked,F,24,Unidentified,0,1990
1612,1996,6,AUSTRALIA,Southern,Surfing,Unprovoked,M,0,White Shark,0,1990
1613,1996,5,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,17,White Shark,0,1990
1614,1996,5,AUSTRALIA,Southern,Diving,Unprovoked,M,45,Unidentified,1,1990
1615,1996,5,USA,Northern,Surfing,Unprovoked,M,22,Unidentified,0,1990
1616,1996,5,USA,Northern,Surfing,Unprovoked,M,27,Blacktip reef Shark,0,1990
1617,1996,4,AUSTRALIA,Southern,Swimming,Unprovoked,M,11,Unidentified,0,1990
1618,1996,4,AUSTRALIA,Southern,Swimming,Unprovoked,F,16,Unidentified,0,1990
1619,1996,3,AUSTRALIA,Southern,Swimming,Unprovoked,F,47,Tiger Shark,0,1990
1620,1996,3,AUSTRALIA,Southern,Fishing,Unprovoked,M,7,Unidentified,0,1990
1621,1996,2,AUSTRALIA,Southern,Other,Unprovoked,M,24,Bronze Whaler Shark,0,1990
1622,1996,2,USA,Northern,Swimming,Provoked,F,32,Nurse Shark,0,1990
1623,1996,2,AUSTRALIA,Southern,Swimming,Unprovoked,M,7,Unidentified,0,1990
1624,1996,1,USA,Northern,Other,Provoked,M,33,Nurse Shark,0,1990
1625,1996,1,AUSTRALIA,Southern,Swimming,Unprovoked,F,13,Bronze Whaler Shark,0,1990
1626,1996,1,USA,Northern,Swimming,Unprovoked,M,53,Tiger Shark,0,1990
1627,1996,1,REUNION,Southern,Surfing,Unprovoked,M,25,Tiger Shark,1,1990
1628,1995,10,AUSTRALIA,Southern,Other,Unprovoked,F,15,Unidentified,0,1990
1629,1995,10,USA,Northern,Surfing,Unprovoked,M,39,Unidentified,0,1990
1630,1995,9,USA,Northern,Surfing,Unprovoked,M,14,Unidentified,0,1990
1631,1995,9,USA,Northern,Surfing,Unprovoked,M,25,White Shark,0,1990
1632,1995,9,USA,Northern,Surfing,Unprovoked,M,19,Unidentified,0,1990
1633,1995,9,USA,Northern,Swimming,Unprovoked,F,19,Unidentified,0,1990
1634,1995,9,USA,Northern,Diving,Unprovoked,M,25,Bull Shark,1,1990
1635,1995,9,AUSTRALIA,Southern,Diving,Unprovoked,M,29,White Shark,1,1990
1636,1995,9,USA,Northern,Surfing,Unprovoked,M,32,White Shark,0,1990
1637,1995,8,USA,Northern,Surfing,Unprovoked,M,19,Unidentified,0,1990
1638,1995,8,USA,Northern,Surfing,Unprovoked,M,16,Unidentified,0,1990
1639,1995,8,USA,Northern,Surfing,Unprovoked,M,18,Unidentified,0,1990
1640,1995,8,USA,Northern,Swimming,Unprovoked,M,16,Unidentified,0,1990
1641,1995,8,USA,Northern,Swimming,Unprovoked,M,23,Unidentified,0,1990
1642,1995,8,USA,Northern,Surfing,Unprovoked,M,19,Unidentified,0,1990
1643,1995,8,OTHER,Northern,Fishing,Unprovoked,M,18,Unidentified,0,1990
1644,1995,8,USA,Northern,Other,Unprovoked,M,20,Unidentified,0,1990
1645,1995,8,USA,Northern,Surfing,Unprovoked,M,20,Unidentified,0,1990
1646,1995,8,USA,Northern,Surfing,Unprovoked,F,14,Blacktip reef Shark,0,1990
1647,1995,8,USA,Northern,Surfing,Unprovoked,M,12,Unidentified,0,1990
1648,1995,7,USA,Northern,Surfing,Unprovoked,M,18,Unidentified,0,1990
1649,1995,7,USA,Northern,Other,Unprovoked,M,18,Unidentified,0,1990
1650,1984,11,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,14,Unidentified,0,1980
1651,1995,7,USA,Northern,Fishing,Provoked,F,32,Blacktip reef Shark,0,1990
1652,1995,6,USA,Northern,Diving,Unprovoked,M,31,White Shark,0,1990
1653,1995,6,USA,Northern,Other,Unprovoked,M,13,Unidentified,0,1990
1654,1995,6,USA,Northern,Swimming,Unprovoked,M,45,Unidentified,0,1990
1655,1995,6,USA,Northern,Swimming,Unprovoked,F,10,Unidentified,0,1990
1656,1995,6,USA,Northern,Swimming,Unprovoked,M,38,Tiger Shark,0,1990
1657,1995,6,OTHER,Northern,Swimming,Unprovoked,F,45,Tiger Shark,1,1990
1658,1995,6,OTHER,Northern,Swimming,Unprovoked,M,29,Unidentified,1,1990
1659,1995,5,USA,Northern,Surfing,Unprovoked,M,15,Bull Shark,0,1990
1660,1995,5,OTHER,Northern,Boat,Unprovoked,M,69,Unidentified,1,1990
1661,1995,5,OTHER,Northern,Diving,Unprovoked,F,44,Unidentified,1,1990
1662,1995,4,OTHER,Northern,Diving,Unprovoked,M,47,White Shark,1,1990
1663,1995,3,AUSTRALIA,Southern,Surfing,Unprovoked,M,35,Bronze Whaler Shark,0,1990
1664,1995,2,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,22,Raggedtooth Shark,0,1990
1665,1995,1,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,14,Tiger Shark,1,1990
1666,1995,1,BRAZIL,Southern,Surfing,Unprovoked,M,17,Unidentified,0,1990
1667,1994,12,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,26,White Shark,0,1990
1668,1994,12,USA,Northern,Diving,Unprovoked,M,42,White Shark,1,1990
1669,1994,11,USA,Northern,Surfing,Unprovoked,F,34,Unidentified,0,1990
1670,1994,10,USA,Northern,Other,Provoked,F,9,Unidentified,0,1990
1671,1994,10,USA,Northern,Surfing,Unprovoked,M,16,Unidentified,0,1990
1672,1994,9,USA,Northern,Surfing,Unprovoked,M,43,White Shark,0,1990
1673,1994,9,USA,Northern,Other,Unprovoked,F,12,Unidentified,0,1990
1674,1994,7,REUNION,Southern,Surfing,Unprovoked,M,24,Bull Shark,1,1990
1675,1994,7,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,22,White Shark,1,1990
1676,1994,7,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,31,White Shark,0,1990
1677,1994,7,USA,Northern,Surfing,Unprovoked,M,15,Unidentified,0,1990
1678,1994,6,BAHAMAS,Northern,Other,Unprovoked,M,30,Unidentified,0,1990
1679,1994,5,USA,Northern,Surfing,Unprovoked,M,24,Unidentified,0,1990
1680,1994,5,USA,Northern,Surfing,Unprovoked,M,0,Spinner Shark,0,1990
1681,1994,5,USA,Northern,Other,Unprovoked,M,35,Unidentified,0,1990
1682,1994,5,USA,Northern,Other,Unprovoked,F,36,Unidentified,0,1990
1683,1994,5,USA,Northern,Other,Unprovoked,M,26,Unidentified,0,1990
1684,1994,5,USA,Northern,Surfing,Unprovoked,M,22,Unidentified,0,1990
1685,1994,4,BAHAMAS,Northern,Other,Unprovoked,M,0,Unidentified,0,1990
1686,1994,4,USA,Northern,Diving,Unprovoked,M,71,Unidentified,0,1990
1687,1994,3,OTHER,Northern,Swimming,Unprovoked,F,19,White Shark,0,1990
1688,1994,3,OTHER,Northern,Swimming,Unprovoked,M,0,White Shark,0,1990
1689,1994,3,BRAZIL,Southern,Surfing,Unprovoked,M,25,Unidentified,0,1990
1690,1994,2,SOUTH AFRICA,Southern,Other,Unprovoked,M,0,Unidentified,0,1990
1691,1994,2,USA,Northern,Surfing,Unprovoked,M,23,Unidentified,0,1990
1692,1994,2,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,15,White Shark,0,1990
1693,1994,1,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,44,Unidentified,0,1990
1694,1994,1,AUSTRALIA,Southern,Surfing,Unprovoked,M,23,Unidentified,0,1990
1695,1994,1,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,33,Unidentified,0,1990
1696,1993,11,AUSTRALIA,Southern,Diving,Unprovoked,M,27,Tiger Shark,1,1990
1697,1993,10,USA,Northern,Surfing,Unprovoked,M,26,White Shark,0,1990
1698,1993,10,USA,Northern,Swimming,Unprovoked,F,26,Bull Shark,0,1990
1699,1993,10,USA,Northern,Other,Unprovoked,F,34,White Shark,0,1990
1700,1993,9,SOUTH AFRICA,Southern,Other,Unprovoked,M,36,White Shark,0,1990
1701,1993,9,USA,Northern,Other,Unprovoked,M,19,Unidentified,0,1990
1702,1993,9,OTHER,Northern,Swimming,Unprovoked,M,69,Unidentified,0,1990
1703,1993,8,BAHAMAS,Northern,Other,Unprovoked,M,51,Blacktip reef Shark,0,1990
1704,1993,8,USA,Northern,Riding Swimming,Unprovoked,F,19,Bull Shark,0,1990
1705,1993,8,USA,Northern,Diving,Unprovoked,M,39,White Shark,0,1990
1706,1993,7,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,28,White Shark,0,1990
1707,1993,7,USA,Northern,Other,Unprovoked,F,12,Unidentified,0,1990
1708,1993,6,OTHER,Northern,Swimming,Unprovoked,M,61,Unidentified,1,1990
1709,1993,6,MEXICO,Northern,Diving,Unprovoked,F,42,Unidentified,1,1990
1710,1993,6,USA,Northern,Surfing,Unprovoked,M,22,Tiger Shark,0,1990
1711,1993,6,AUSTRALIA,Southern,Diving,Unprovoked,M,31,White Shark,1,1990
1712,1993,6,AUSTRALIA,Southern,Diving,Unprovoked,F,34,White Shark,1,1990
1713,1993,6,USA,Northern,Swimming,Unprovoked,F,0,Unidentified,0,1990
1714,1993,3,USA,Northern,Swimming,Unprovoked,M,25,Unidentified,0,1990
1715,1993,3,USA,Northern,Surfing,Unprovoked,M,35,Tiger Shark,0,1990
1716,1993,3,USA,Northern,Diving,Unprovoked,M,55,White Shark,0,1990
1717,1993,2,OTHER,Northern,Other,Unprovoked,M,0,Unidentified,0,1990
1718,1993,2,AUSTRALIA,Southern,Fishing,Provoked,M,69,Bronze Whaler Shark,0,1990
1719,1993,1,AUSTRALIA,Southern,Other,Unprovoked,M,21,Unidentified,0,1990
1720,1993,1,OTHER,Northern,Other,Unprovoked,M,0,White Shark,0,1990
1721,1993,1,USA,Northern,Surfing,Unprovoked,M,29,White Shark,0,1990
1722,1992,12,USA,Northern,Fishing,Unprovoked,M,10,Tiger Shark,0,1990
1723,1992,12,USA,Northern,Surfing,Unprovoked,M,30,Tiger Shark,0,1990
1724,1992,11,USA,Northern,Diving,Unprovoked,M,31,Mako Shark,0,1990
1725,1992,11,USA,Northern,Surfing,Unprovoked,M,19,Blacktip reef Shark,0,1990
1726,1992,11,USA,Northern,Surfing,Unprovoked,M,24,Unidentified,0,1990
1727,1992,11,USA,Northern,Other,Unprovoked,M,46,White Shark,0,1990
1728,1992,11,USA,Northern,Diving,Unprovoked,M,40,Unidentified,0,1990
1729,1992,11,USA,Northern,Surfing,Unprovoked,M,17,Unidentified,0,1990
1730,1992,11,USA,Northern,Surfing,Unprovoked,M,18,Tiger Shark,1,1990
1731,1992,10,USA,Northern,Diving,Unprovoked,M,40,White Shark,0,1990
1732,1992,10,USA,Northern,Surfing,Unprovoked,M,28,Tiger Shark,0,1990
1733,1992,10,AUSTRALIA,Southern,Surfing,Unprovoked,M,28,White Shark,1,1990
1734,1992,9,USA,Northern,Surfing,Unprovoked,M,20,White Shark,0,1990
1735,1992,9,USA,Northern,Other,Unprovoked,F,18,Unidentified,0,1990
1736,1992,8,BAHAMAS,Northern,Other,Unprovoked,F,34,Blacktip reef Shark,0,1990
1737,1992,8,AUSTRALIA,Southern,Surfing,Unprovoked,M,17,White Shark,0,1990
1738,1992,8,USA,Northern,Surfing,Unprovoked,M,22,White Shark,0,1990
1739,1992,8,USA,Northern,Other,Provoked,M,26,Nurse Shark,0,1990
1740,1992,7,USA,Northern,Other,Unprovoked,F,42,Unidentified,0,1990
1741,1992,6,REUNION,Southern,Surfing,Unprovoked,M,16,Nurse Shark,1,1990
1742,1992,5,REUNION,Southern,Surfing,Unprovoked,M,0,Tiger Shark,1,1990
1743,1992,4,NEW ZEALAND,Southern,Other,Unprovoked,M,0,White Shark,0,1990
1744,1992,4,SOUTH AFRICA,Southern,Surfing,Unprovoked,M,35,Unidentified,0,1990
1745,1992,3,USA,Northern,Surfing,Unprovoked,F,36,Tiger Shark,0,1990
1746,1992,3,AUSTRALIA,Southern,Surfing,Unprovoked,M,17,Bronze Whaler Shark,0,1990
1747,1992,3,OTHER,Northern,Diving,Unprovoked,M,41,White Shark,1,1990
1748,1992,3,USA,Northern,Surfing,Unprovoked,M,21,White Shark,0,1990
1749,1992,2,USA,Northern,Surfing,Unprovoked,M,0,Tiger Shark,1,1990
1750,1992,2,OTHER,Northern,Diving,Unprovoked,M,0,Unidentified,0,1990
1751,1992,2,AUSTRALIA,Southern,Surfing,Unprovoked,M,19,Unidentified,1,1990
1752,1992,1,REUNION,Southern,Other,Unprovoked,M,0,Unidentified,0,1990
1753,1992,1,AUSTRALIA,Southern,Surfing,Unprovoked,M,19,Bronze Whaler Shark,0,1990
1754,1992,1,SOUTH AFRICA,Southern,Swimming,Unprovoked,M,19,Unidentified,0,1990
1755,1992,1,SOUTH AFRICA,Southern,Other,Unprovoked,M,36,Blacktip reef Shark,0,1990
